Client_ID,Count,Vehicle_Year,Claim_frequency
118,149,500,"0,298"
119,133,510,"0,26078431372549"
120,175,490,"0,357142857142857"
121,137,513,"0,267056530214425"
122,165,512,"0,322265625"
123,157,500,"0,314"
124,147,511,"0,287671232876712"
125,159,506,"0,314229249011858"
126,144,489,"0,294478527607362"
127,159,505,"0,314851485148515"
128,155,502,"0,308764940239044"
129,158,513,"0,307992202729045"
130,155,495,"0,313131313131313"
131,168,500,"0,336"
132,154,490,"0,314285714285714"
133,164,516,"0,317829457364341"
134,159,501,"0,317365269461078"
135,147,495,"0,296969696969697"
136,154,483,"0,318840579710145"
137,153,501,"0,305389221556886"
138,127,511,"0,24853228962818"
139,165,499,"0,330661322645291"
140,160,503,"0,318091451292246"
141,155,513,"0,302144249512671"
142,151,488,"0,309426229508197"
143,145,505,"0,287128712871287"
144,153,500,"0,306"
145,160,503,"0,318091451292246"
146,171,483,"0,354037267080745"
147,160,497,"0,321931589537223"
148,136,503,"0,27037773359841"
149,156,494,"0,31578947368421"
150,164,517,"0,317214700193424"
151,133,505,"0,263366336633663"
152,141,476,"0,296218487394958"
153,133,514,"0,25875486381323"
154,145,509,"0,284872298624754"
155,151,506,"0,298418972332016"
156,143,521,"0,27447216890595"
157,154,510,"0,301960784313725"
158,163,500,"0,326"
159,127,510,"0,249019607843137"
160,156,491,"0,317718940936864"
161,155,511,"0,303326810176125"
162,130,490,"0,26530612244898"
163,139,507,"0,274161735700197"
164,160,510,"0,313725490196078"
165,141,511,"0,275929549902153"
166,161,521,"0,309021113243762"
167,158,511,"0,309197651663405"
168,143,507,"0,282051282051282"
169,163,489,"0,333333333333333"
170,158,502,"0,314741035856574"
171,150,514,"0,291828793774319"
172,167,495,"0,337373737373737"
173,159,498,"0,319277108433735"
174,141,520,"0,271153846153846"
175,162,499,"0,324649298597194"
176,145,494,"0,293522267206478"
177,136,475,"0,286315789473684"
178,152,509,"0,298624754420432"
179,164,523,"0,313575525812619"
180,162,504,"0,321428571428571"
181,158,497,"0,317907444668008"
182,157,501,"0,313373253493014"
183,154,498,"0,309236947791165"
184,137,498,"0,275100401606426"
185,163,482,"0,338174273858921"
186,142,517,"0,274661508704062"
187,162,523,"0,309751434034417"
188,152,509,"0,298624754420432"
189,134,512,"0,26171875"
190,143,496,"0,288306451612903"
191,146,505,"0,289108910891089"
192,148,506,"0,292490118577075"
193,161,494,"0,325910931174089"
194,154,503,"0,306163021868787"
195,137,489,"0,280163599182004"
196,164,481,"0,340956340956341"
197,156,496,"0,314516129032258"
198,145,489,"0,296523517382413"
199,144,478,"0,301255230125523"
200,124,516,"0,24031007751938"
201,145,498,"0,291164658634538"
202,159,488,"0,325819672131148"
203,126,502,"0,250996015936255"
204,153,491,"0,311608961303462"
205,164,489,"0,335378323108384"
206,157,489,"0,321063394683027"
207,136,503,"0,27037773359841"
208,157,507,"0,309664694280079"
209,152,497,"0,305835010060362"
210,158,480,"0,329166666666667"
211,135,485,"0,278350515463918"
212,152,486,"0,312757201646091"
213,135,514,"0,262645914396887"
214,145,498,"0,291164658634538"
215,152,508,"0,299212598425197"
216,130,495,"0,262626262626263"
217,126,497,"0,253521126760563"
218,149,521,"0,285988483685221"
219,143,495,"0,288888888888889"
220,138,491,"0,281059063136456"
221,142,512,"0,27734375"
222,151,510,"0,296078431372549"
223,131,496,"0,264112903225806"
224,156,500,"0,312"
225,155,498,"0,311244979919679"
226,159,467,"0,340471092077088"
227,165,483,"0,341614906832298"
228,164,493,"0,332657200811359"
229,125,531,"0,235404896421846"
230,163,476,"0,342436974789916"
231,150,502,"0,298804780876494"
232,146,490,"0,297959183673469"
233,155,512,"0,302734375"
234,166,492,"0,33739837398374"
235,152,492,"0,308943089430894"
236,144,509,"0,282907662082515"
237,141,499,"0,282565130260521"
238,155,501,"0,30938123752495"
239,179,508,"0,352362204724409"
240,154,524,"0,293893129770992"
241,144,486,"0,296296296296296"
242,145,495,"0,292929292929293"
243,159,488,"0,325819672131148"
244,141,505,"0,279207920792079"
245,167,513,"0,325536062378168"
246,165,465,"0,354838709677419"
247,157,513,"0,306042884990253"
248,148,497,"0,297786720321932"
249,140,514,"0,272373540856031"
250,143,516,"0,277131782945736"
251,145,494,"0,293522267206478"
252,154,496,"0,310483870967742"
253,142,518,"0,274131274131274"
254,149,519,"0,287090558766859"
255,137,508,"0,269685039370079"
256,156,502,"0,310756972111554"
257,140,502,"0,278884462151394"
258,165,492,"0,335365853658537"
259,154,507,"0,303747534516765"
260,168,504,"0,333333333333333"
261,141,509,"0,277013752455796"
262,158,495,"0,319191919191919"
263,157,498,"0,315261044176707"
264,163,497,"0,327967806841046"
265,145,487,"0,297741273100616"
266,151,508,"0,297244094488189"
267,144,526,"0,273764258555133"
268,135,516,"0,261627906976744"
269,135,490,"0,275510204081633"
270,137,515,"0,266019417475728"
271,160,517,"0,309477756286267"
272,180,500,"0,36"
273,138,502,"0,274900398406374"
274,135,513,"0,263157894736842"
275,169,502,"0,336653386454183"
276,149,500,"0,298"
277,140,492,"0,284552845528455"
278,149,517,"0,288201160541586"
279,161,507,"0,317554240631164"
280,111,486,"0,228395061728395"
281,149,529,"0,281663516068053"
282,155,512,"0,302734375"
283,143,503,"0,284294234592445"
284,166,515,"0,322330097087379"
285,132,499,"0,264529058116232"
286,182,497,"0,366197183098592"
287,175,487,"0,359342915811088"
288,160,511,"0,313111545988258"
289,153,504,"0,303571428571429"
290,121,501,"0,241516966067864"
291,146,502,"0,290836653386454"
292,169,495,"0,341414141414141"
293,162,500,"0,324"
294,144,484,"0,297520661157025"
295,158,523,"0,302103250478011"
296,139,508,"0,273622047244094"
297,138,504,"0,273809523809524"
298,140,505,"0,277227722772277"
299,163,488,"0,334016393442623"
300,162,499,"0,324649298597194"
301,140,497,"0,28169014084507"
302,127,505,"0,251485148514851"
303,163,514,"0,317120622568093"
304,155,484,"0,320247933884297"
305,160,518,"0,308880308880309"
306,172,505,"0,340594059405941"
307,161,520,"0,309615384615385"
308,161,520,"0,309615384615385"
309,154,498,"0,309236947791165"
310,150,476,"0,315126050420168"
311,147,499,"0,294589178356713"
312,169,498,"0,339357429718875"
313,141,500,"0,282"
314,134,489,"0,274028629856851"
315,159,497,"0,319919517102616"
316,149,519,"0,287090558766859"
317,156,488,"0,319672131147541"
318,155,491,"0,315682281059063"
319,139,484,"0,287190082644628"
320,140,490,"0,285714285714286"
321,151,482,"0,313278008298755"
322,116,497,"0,233400402414487"
323,170,519,"0,327552986512524"
324,133,516,"0,257751937984496"
325,139,503,"0,276341948310139"
326,140,493,"0,283975659229209"
327,119,476,"0,25"
328,162,497,"0,325955734406439"
329,164,500,"0,328"
330,148,503,"0,294234592445328"
331,166,496,"0,334677419354839"
332,152,519,"0,292870905587669"
333,137,496,"0,276209677419355"
334,151,503,"0,300198807157058"
335,135,499,"0,270541082164329"
336,146,494,"0,295546558704453"
337,154,506,"0,304347826086957"
338,173,509,"0,339882121807466"
339,163,513,"0,317738791423002"
340,134,501,"0,267465069860279"
341,173,493,"0,350912778904665"
342,133,489,"0,2719836400818"
343,151,498,"0,303212851405622"
344,154,512,"0,30078125"
345,152,505,"0,300990099009901"
346,154,509,"0,302554027504912"
347,177,512,"0,345703125"
348,128,514,"0,249027237354086"
349,145,489,"0,296523517382413"
350,153,512,"0,298828125"
351,149,485,"0,307216494845361"
352,127,488,"0,260245901639344"
353,135,489,"0,276073619631902"
354,153,501,"0,305389221556886"
355,138,515,"0,267961165048544"
356,144,513,"0,280701754385965"
357,153,496,"0,308467741935484"
358,167,491,"0,340122199592668"
359,132,497,"0,265593561368209"
360,156,506,"0,308300395256917"
361,144,511,"0,281800391389432"
362,154,518,"0,297297297297297"
363,158,510,"0,309803921568627"
364,155,488,"0,317622950819672"
365,150,501,"0,29940119760479"
366,164,514,"0,319066147859922"
367,144,504,"0,285714285714286"
368,156,507,"0,307692307692308"
369,119,496,"0,23991935483871"
370,174,518,"0,335907335907336"
371,175,495,"0,353535353535353"
372,167,497,"0,336016096579477"
373,149,511,"0,291585127201566"
374,156,487,"0,320328542094456"
375,143,498,"0,28714859437751"
376,140,511,"0,273972602739726"
377,139,493,"0,281947261663286"
378,156,506,"0,308300395256917"
379,143,495,"0,288888888888889"
380,145,489,"0,296523517382413"
381,159,495,"0,321212121212121"
382,153,507,"0,301775147928994"
383,128,481,"0,266112266112266"
384,141,510,"0,276470588235294"
385,156,500,"0,312"
386,184,496,"0,370967741935484"
387,140,507,"0,276134122287968"
388,136,497,"0,27364185110664"
389,164,506,"0,324110671936759"
390,130,505,"0,257425742574257"
391,144,506,"0,284584980237154"
392,161,503,"0,320079522862823"
393,155,494,"0,313765182186235"
394,126,490,"0,257142857142857"
395,153,502,"0,304780876494024"
396,129,510,"0,252941176470588"
397,119,502,"0,237051792828685"
398,147,475,"0,309473684210526"
399,140,497,"0,28169014084507"
400,169,482,"0,350622406639004"
401,150,499,"0,30060120240481"
402,135,486,"0,277777777777778"
403,160,500,"0,32"
404,165,488,"0,338114754098361"
405,151,494,"0,305668016194332"
406,143,492,"0,290650406504065"
407,131,486,"0,269547325102881"
408,140,507,"0,276134122287968"
409,175,491,"0,356415478615071"
410,138,507,"0,272189349112426"
411,117,490,"0,238775510204082"
412,150,509,"0,294695481335953"
413,161,496,"0,324596774193548"
414,170,484,"0,351239669421488"
415,178,501,"0,355289421157685"
416,131,491,"0,266802443991853"
417,151,495,"0,305050505050505"
418,148,494,"0,299595141700405"
419,146,494,"0,295546558704453"
420,141,502,"0,280876494023904"
421,158,505,"0,312871287128713"
422,159,507,"0,313609467455621"
423,153,500,"0,306"
424,167,496,"0,336693548387097"
425,139,489,"0,284253578732106"
426,135,500,"0,27"
427,158,504,"0,313492063492063"
428,131,490,"0,26734693877551"
429,142,489,"0,29038854805726"
430,165,500,"0,33"
431,165,486,"0,339506172839506"
432,157,515,"0,304854368932039"
433,130,509,"0,255402750491159"
434,141,497,"0,283702213279678"
435,150,480,"0,3125"
436,154,481,"0,32016632016632"
437,162,504,"0,321428571428571"
438,145,499,"0,290581162324649"
439,177,487,"0,363449691991786"
440,153,507,"0,301775147928994"
441,135,515,"0,262135922330097"
442,135,505,"0,267326732673267"
443,148,504,"0,293650793650794"
444,167,498,"0,335341365461847"
445,187,501,"0,373253493013972"
446,121,499,"0,24248496993988"
447,165,486,"0,339506172839506"
448,131,496,"0,264112903225806"
449,162,515,"0,314563106796116"
450,147,508,"0,289370078740157"
451,150,523,"0,286806883365201"
452,156,491,"0,317718940936864"
453,144,510,"0,282352941176471"
454,133,503,"0,26441351888668"
455,153,497,"0,30784708249497"
456,129,500,"0,258"
457,167,492,"0,339430894308943"
458,136,476,"0,285714285714286"
459,156,510,"0,305882352941176"
460,172,499,"0,344689378757515"
461,148,495,"0,298989898989899"
462,152,499,"0,304609218436874"
463,131,500,"0,262"
464,160,506,"0,316205533596838"
465,156,505,"0,308910891089109"
466,161,517,"0,311411992263056"
467,153,480,"0,31875"
468,136,503,"0,27037773359841"
469,170,498,"0,34136546184739"
470,144,497,"0,289738430583501"
471,142,500,"0,284"
472,172,492,"0,349593495934959"
473,167,491,"0,340122199592668"
474,163,499,"0,326653306613226"
475,141,505,"0,279207920792079"
476,160,503,"0,318091451292246"
477,151,504,"0,299603174603175"
478,129,510,"0,252941176470588"
479,137,492,"0,278455284552845"
480,126,482,"0,261410788381743"
481,140,517,"0,270793036750484"
482,135,506,"0,266798418972332"
483,160,505,"0,316831683168317"
484,143,513,"0,278752436647173"
485,151,487,"0,31006160164271"
486,143,515,"0,277669902912621"
487,148,495,"0,298989898989899"
488,153,498,"0,307228915662651"
489,148,538,"0,275092936802974"
490,144,495,"0,290909090909091"
491,138,505,"0,273267326732673"
492,151,500,"0,302"
493,138,493,"0,279918864097363"
494,154,502,"0,306772908366534"
495,151,503,"0,300198807157058"
496,128,492,"0,260162601626016"
497,130,497,"0,261569416498994"
498,110,493,"0,223123732251521"
499,146,500,"0,292"
500,153,520,"0,294230769230769"
501,141,505,"0,279207920792079"
502,151,504,"0,299603174603175"
503,162,505,"0,320792079207921"
504,156,506,"0,308300395256917"
505,158,496,"0,318548387096774"
506,130,508,"0,255905511811024"
507,134,499,"0,268537074148297"
508,134,499,"0,268537074148297"
509,157,500,"0,314"
510,140,488,"0,286885245901639"
511,146,509,"0,286836935166994"
512,156,507,"0,307692307692308"
513,133,496,"0,268145161290323"
514,139,511,"0,272015655577299"
515,161,498,"0,323293172690763"
516,144,498,"0,289156626506024"
517,154,500,"0,308"
518,146,491,"0,297352342158859"
519,156,506,"0,308300395256917"
520,150,509,"0,294695481335953"
521,141,502,"0,280876494023904"
522,164,504,"0,325396825396825"
523,136,512,"0,265625"
524,147,493,"0,298174442190669"
525,147,490,"0,3"
526,169,500,"0,338"
527,149,504,"0,295634920634921"
528,141,507,"0,27810650887574"
529,154,505,"0,304950495049505"
530,133,498,"0,267068273092369"
531,136,509,"0,267190569744597"
532,147,504,"0,291666666666667"
533,142,504,"0,281746031746032"
534,162,517,"0,313346228239845"
535,165,499,"0,330661322645291"
536,155,496,"0,3125"
537,157,496,"0,316532258064516"
538,169,502,"0,336653386454183"
539,150,503,"0,298210735586481"
540,159,512,"0,310546875"
541,141,502,"0,280876494023904"
542,145,483,"0,300207039337474"
543,155,510,"0,303921568627451"
544,156,499,"0,312625250501002"
545,121,499,"0,24248496993988"
546,155,506,"0,306324110671937"
547,174,499,"0,348697394789579"
548,158,487,"0,324435318275154"
549,134,498,"0,269076305220884"
550,148,481,"0,307692307692308"
551,162,515,"0,314563106796116"
552,126,506,"0,24901185770751"
553,150,488,"0,307377049180328"
554,137,511,"0,268101761252446"
555,143,500,"0,286"
556,158,503,"0,314115308151093"
557,144,471,"0,305732484076433"
558,141,515,"0,27378640776699"
559,142,509,"0,278978388998035"
560,164,507,"0,323471400394477"
561,136,499,"0,272545090180361"
562,137,518,"0,264478764478764"
563,154,494,"0,311740890688259"
564,153,499,"0,306613226452906"
565,149,485,"0,307216494845361"
566,160,513,"0,311890838206628"
567,136,487,"0,279260780287474"
568,129,508,"0,253937007874016"
569,163,505,"0,322772277227723"
570,128,507,"0,252465483234714"
571,148,507,"0,291913214990138"
572,166,490,"0,338775510204082"
573,160,490,"0,326530612244898"
574,135,494,"0,273279352226721"
575,146,514,"0,284046692607004"
576,137,494,"0,277327935222672"
577,141,495,"0,284848484848485"
578,165,512,"0,322265625"
579,159,503,"0,31610337972167"
580,162,480,"0,3375"
581,133,487,"0,273100616016427"
582,148,498,"0,29718875502008"
583,132,507,"0,260355029585799"
584,146,499,"0,292585170340681"
585,183,508,"0,360236220472441"
586,144,512,"0,28125"
587,143,479,"0,298538622129436"
588,173,510,"0,33921568627451"
589,139,490,"0,283673469387755"
590,160,507,"0,315581854043392"
591,164,505,"0,324752475247525"
592,154,500,"0,308"
593,159,492,"0,323170731707317"
594,149,505,"0,295049504950495"
595,156,510,"0,305882352941176"
596,140,509,"0,275049115913556"
597,138,518,"0,266409266409266"
598,160,492,"0,32520325203252"
599,169,495,"0,341414141414141"
600,144,512,"0,28125"
601,149,504,"0,295634920634921"
602,139,521,"0,26679462571977"
603,132,495,"0,266666666666667"
604,138,507,"0,272189349112426"
605,141,509,"0,277013752455796"
606,148,500,"0,296"
607,172,502,"0,342629482071713"
608,154,506,"0,304347826086957"
609,158,508,"0,311023622047244"
